id_n,total_gross_income,total_taxable_income,ssc_w,total_pit
299773,4635,4635,0,695
363502,8624,8624,0,862
460196,2333,2333,0,233
641214,3156,1047,696,120
459928,3500,3500,0,525
865431,3529,3529,0,529
879437,2139,2139,0,321
643012,3333,3333,0,333
562394,6667,6667,0,667
816891,8589,2954,2362,295
237400,3742,3742,0,561
74027,2408,2408,0,361
832218,1176,1176,0,176
605616,421,421,0,63
851805,4145,4145,0,622
464905,3352,3352,0,503
844652,15000,15000,0,2250
856296,6688,4681,0,702
727411,24,24,0,4
884405,4444,4444,0,444
428242,7464,7464,0,746
847018,260,130,0,20
66627,2978,2978,0,447
194081,14525,14525,0,2179
879490,6000,6000,0,600
866248,11340,2268,0,227
477714,4278,4278,0,428
856896,2929,2929,0,439
855192,11765,11765,0,1765
423634,13777,13777,0,1378
471686,12600,12600,0,1260
21548,11222,11222,0,1122
322588,1112,1112,0,111
175620,679,679,0,102
285658,11815,11815,0,1217
640119,4080,816,0,82
232717,3473,3473,0,521
831981,6371,6371,0,956
466640,11222,11222,0,1122
850004,6175,6175,0,926
871729,2027,2027,0,304
310744,530,530,0,80
278986,4133,4133,0,620
66846,50,50,0,8
476284,10081,8065,0,1210
621349,804,804,0,121
236754,2704,2704,0,406
854959,6497,6497,0,975
688315,7870,7870,0,1180
716276,11380,3380,3130,338
327072,13332,13332,0,1333
863608,1572,1572,0,236
677849,4706,4706,0,706
378191,11353,10706,247,1593
525099,1889,1889,0,189
323718,7059,7059,0,1059
228316,1645,1645,0,247
570060,2334,2334,0,233
552195,10400,10400,0,1040
280630,596,596,0,89
213308,12299,12299,0,1230
871295,2222,2222,0,222
864933,1006,1006,0,151
545333,2353,2353,0,353
843483,812,812,0,122
76397,583,583,0,87
805175,13854,13268,238,1415
42441,13795,13795,0,2069
871830,1098,1098,0,165
839551,8235,8235,0,1235
810862,9066,3118,2493,312
838251,13005,13005,0,1951
366137,176,176,0,26
676343,5083,1017,0,102
615371,14589,14589,0,2188
40393,525,525,0,79
832580,176,176,0,26
856187,3600,3600,0,540
162389,150,150,0,22
582737,1796,1796,0,269
855944,1166,583,0,87
847046,8833,8833,0,1325
871012,1200,1200,0,180
683747,5556,5556,0,556
680870,7250,7250,0,754
809954,3817,1312,1050,131
880663,2000,2000,0,300
590430,1111,1111,0,111
772056,530,530,0,80
474492,576,576,0,58
126724,10998,10998,0,1650
8012,3058,826,841,83
635668,210,210,0,32
477023,428,428,0,64
756763,11111,11111,0,1111
44866,6711,6711,0,1007
236550,681,681,0,68
676553,9536,9536,0,1430
565643,11807,11807,0,1771
514415,6051,6051,0,605
870386,207,207,0,21
832544,6657,6657,0,999
76074,1708,1708,0,256
814439,14315,4923,3937,492
854256,706,706,0,106
136436,1084,1084,0,163
322682,530,530,0,80
325466,140,140,0,21
250593,11742,3296,3229,330
105501,11326,10748,178,1075
508250,7356,7356,0,1103
771924,11287,10723,216,1597
856242,2176,2176,0,326
884262,2353,2353,0,353
414224,4444,4444,0,444
864215,811,811,0,122
853229,2408,2408,0,361
865383,210,105,0,16
221567,1111,1111,0,111
617875,11302,11302,0,1130
841712,289,173,0,26
694383,2312,2081,0,312
882738,12755,12755,0,1913
850400,10543,10543,0,1581
313963,2353,2353,0,353
408801,4360,4360,0,654
846566,218,218,0,33
48942,556,556,0,56
856183,2193,2193,0,329
836236,13860,13860,0,2079
696782,11150,11150,0,1115
882720,250,150,0,22
880498,3000,3000,0,450
646998,80,80,0,12
541374,5035,1911,1385,191
411797,10305,5152,0,773
96763,1675,1042,285,136
578665,678,678,0,102
856233,2222,2222,0,222
235847,3742,2677,0,321
844709,3580,716,0,72
827120,13197,4737,3629,474
826200,1898,649,522,65
310308,1363,1363,0,204
218576,9109,9109,0,1366
309241,2887,2887,0,289
41392,11100,11100,0,1665
831358,1759,1759,0,264
543915,125,75,0,11
869791,5404,5404,0,811
878319,1583,1583,0,237
273029,460,230,0,34
273985,477,477,0,72
559560,10991,10991,0,1649
871590,896,448,0,67
741838,9459,9459,0,1419
294449,14157,3655,3893,365
287527,9575,2585,2633,258
865328,3032,3032,0,455
459336,5245,2622,0,393
858619,10584,10584,0,1588
828105,1781,529,490,53
458283,1233,1233,0,185
834605,2222,2222,0,222
322359,10240,10240,0,1536
439552,13955,11773,1139,1177
877186,4405,4405,0,661
600401,10223,10223,0,1022
477823,2353,2353,0,353
877166,3830,3830,0,574
131088,225,225,0,22
648214,14118,14118,0,2118
848753,3000,3000,0,450
845847,15400,15400,0,1540
410011,2334,2334,0,233
724697,14926,4004,0,464
330424,7635,2626,2100,263
450705,11111,11111,0,1111
739216,930,930,0,140
882137,588,588,0,88
472432,11174,11174,0,1676
874141,2353,2353,0,353
836951,12325,12325,0,1849
768958,3377,3377,0,507
735350,2283,2283,0,342
843688,3132,3132,0,470
370794,8160,1632,0,163
773767,1059,847,0,127
369821,14391,14391,0,2159
651136,11000,11000,0,1100
726315,558,558,0,84
837920,3333,3333,0,333
769101,4444,4444,0,444
618316,8778,8778,0,1317
849134,588,588,0,88
378471,9230,9230,0,1384
824348,3169,2564,224,374
845504,3455,3455,0,518
582689,420,420,0,63
464848,4062,4062,0,609
30097,218,218,0,33
522455,15187,15187,0,2278
598673,477,477,0,72
278757,4444,4444,0,444
779836,438,438,0,66
855897,2082,2082,0,312
159832,2564,716,705,72
48513,2353,2353,0,353
504246,725,725,0,109
237394,9484,9484,0,1423
635728,6667,6667,0,667
271186,7766,7766,0,1165
724441,4018,4018,0,603
868457,60,60,0,9
358680,3714,3714,0,557
251603,5000,1000,0,100
574479,13849,4950,3808,495
108698,5219,1384,1435,138
676371,9612,9612,0,1442
372227,2353,2353,0,353
826346,1111,1111,0,111
471650,570,285,0,43
332874,3143,3143,0,471
514328,7381,7381,0,1107
470123,1648,1648,0,247
275676,5596,2797,0,420
426358,7916,7916,0,1187
714715,11176,11176,0,1118
770142,3029,3029,0,454
598981,520,260,0,39
688043,3000,3000,0,450
866389,2043,2043,0,306
832181,584,584,0,58
553587,5351,5351,0,803
51636,4500,4500,0,675
166575,2500,2500,0,375
850025,4818,4818,0,723
226034,1823,1823,0,273
838092,10000,10000,0,1000
513362,10401,2871,2860,287
426467,240,240,0,36
307894,8456,8456,0,1268
411900,24,24,0,4
845704,309,309,0,46
768172,2012,2012,0,302
789199,14444,14444,0,1444
854898,8970,8970,0,1346
44851,1506,1506,0,226
843265,100,100,0,15
868594,14444,14444,0,1444
228416,1135,1135,0,170
829616,2689,2689,0,403
867163,2000,2000,0,300
837622,2017,2017,0,303
727906,6049,6049,0,907
410214,3800,3800,0,570
769542,8206,8206,0,1231
682058,3785,1892,0,284
669625,2353,2353,0,353
635376,4702,940,0,94
166571,11719,11719,0,1713
85459,2118,2118,0,318
37305,1229,614,0,92
870431,8978,8978,0,1347
361240,1567,1567,0,157
590229,4186,4186,0,628
537814,7200,7200,0,1080
367728,250,250,0,38
563877,13339,13339,0,1334
866567,3307,3307,0,496
846950,0,0,0,0
883473,503,503,0,50
1473,706,706,0,106
585946,10889,10889,0,1089
837859,122,122,0,18
366798,223,223,0,33
457642,11954,11954,0,1793
157220,14250,12271,836,1227
830221,2000,400,0,40
534521,4861,4861,0,729
365517,2703,2703,0,405
455128,12800,12800,0,1920
228270,5822,5822,0,873
180131,250,250,0,25
692853,3143,3143,0,471
825648,1563,437,430,44
534721,209,209,0,21
846214,4626,4626,0,694
184540,15132,15132,0,1513
113381,500,500,0,75
226095,11765,11765,0,1765
530702,13028,13028,0,1393
311739,6870,6348,0,869
637172,1686,1686,0,253
881924,2696,2696,0,404
79320,7980,7980,0,1197
824984,2594,806,713,81
779412,3287,3287,0,464
569074,13901,4592,3823,459
189801,1318,556,362,56
881600,428,428,0,64
477960,2222,2222,0,222
684081,634,634,0,95
650113,634,634,0,95
331472,530,530,0,80
853616,3193,3193,0,479
556463,9412,9412,0,1412
379697,527,527,0,53
826667,855,239,235,24
836235,778,778,0,78
358377,4650,2325,0,349
40570,3979,3979,0,597
823391,6667,6667,0,667
302175,1610,1610,0,242
834561,14760,14760,0,2214
117267,7604,7604,0,1141
776165,3891,3891,0,584
520394,1500,1500,0,225
291689,6667,6667,0,667
623850,10800,10800,0,1080
476328,13043,10434,0,1565
871169,10459,10459,0,1569
860064,2327,2327,0,349
864152,3043,3043,0,456
80831,10000,10000,0,1000
233608,6118,6118,0,918
681611,11765,11765,0,1765
655959,14206,4692,3601,469
840684,10714,2142,0,214
621577,1293,-1150,356,-115
880682,221,221,0,22
44358,9200,9200,0,1380
527659,12172,12172,0,1826
824094,1611,820,443,82
83685,3333,3333,0,333
843050,7128,7128,0,1069
51853,10792,10792,0,1432
840150,11166,2233,0,223
565431,5045,5045,0,757
459662,9086,9086,0,909
805314,11223,11223,0,1122
833406,4504,4504,0,676
854374,12827,12827,0,1812
861945,1134,567,0,85
47025,3999,3999,0,400
847249,3529,3529,0,529
828978,8206,3166,2257,317
185398,14924,2985,0,298
843374,2520,504,0,50
420565,8471,8471,0,1271
36730,9433,2649,2594,265
809653,3000,3000,0,450
128282,632,632,0,95
77638,10388,10388,0,1558
647980,9116,9116,0,912
455023,583,583,0,87
772636,5882,5882,0,882
842990,2014,2014,0,302
873029,4740,4740,0,487
488162,5248,5248,0,525
358869,7659,7659,0,1149
851828,588,588,0,88
680554,7059,7059,0,1059
865455,910,910,0,136
857413,2013,2013,0,302
19304,4550,2275,0,341
869044,11376,11376,0,1706
857383,865,865,0,130
361732,6240,6240,0,936
673164,4444,4444,0,444
876260,3529,3529,0,529
360125,3000,3000,0,450
360437,8145,8145,0,814
602001,1613,1129,0,169
882452,3000,3000,0,300
340232,1942,712,534,71
426706,4,4,0,1
747956,12625,3544,3472,354
598896,1276,638,0,96
233708,2570,2570,0,386
603914,6597,2000,1814,200
488055,3027,3027,0,454
862720,5840,2920,0,438
696463,4394,1795,1208,179
849714,8058,8058,0,1209
577135,2408,2408,0,361
474560,11966,11350,0,1166
83903,6112,6112,0,917
882557,13897,13897,0,2085
881932,5294,5294,0,794
269741,3000,3000,0,450
554814,14597,14597,0,2190
141337,4946,2472,0,371
156984,14130,11304,0,1696
879618,8933,8933,0,893
848758,1111,1111,0,111
128874,10056,10056,0,1481
856551,1451,1451,0,218
773027,1790,895,0,134
861888,176,176,0,26
871495,7581,7581,0,1137
676854,440,440,0,44
869222,9918,9918,0,1488
852058,2778,2778,0,278
653061,2202,2202,0,302
840924,2353,2353,0,353
837336,5556,5556,0,556
849752,1000,1000,0,100
882497,4480,2240,0,336
596564,9300,2330,0,262
22453,2008,2008,0,301
637310,556,556,0,56
68271,6859,6859,0,1029
37534,13187,4031,3626,403
32050,11000,11000,0,1100
332995,8167,4083,0,612
822692,11112,11112,0,1111
842136,4118,4118,0,618
564462,7881,4750,0,712
623752,1620,810,0,122
641464,5565,5565,0,835
424942,12853,12853,0,1928
28831,8680,1736,0,174
729396,206,206,0,31
872765,2012,2012,0,302
371713,6680,2298,1837,230
28844,11222,11222,0,1122
445213,1060,212,0,21
854005,8800,8800,0,880
111581,13636,4906,3750,491
852084,2960,1480,0,222
849475,1047,1047,0,157
768501,851,851,0,85
851616,2222,2222,0,222
826551,12433,12433,0,1865
632577,1074,1074,0,161
781743,3273,1636,0,245
618365,2794,2794,0,419
684984,9647,9647,0,1447
285661,13371,13371,0,2006
777531,602,602,0,90
83895,8369,6694,0,1004
99789,2422,2422,0,363
604369,6163,-4762,1695,-476
866896,2942,2942,0,441
104356,14112,2822,0,282
136743,11000,5500,0,825
111968,1762,477,485,48
413538,3333,3333,0,333
882563,1808,1808,0,271
552192,7414,7414,0,1112
99972,3399,3399,0,399
679520,5015,5015,0,752
590492,2304,2304,0,346
466318,4735,4735,0,710
618460,1667,1667,0,167
838811,134,134,0,20
773687,10789,10789,0,1618
375068,4111,4111,0,411
422038,7317,3658,0,549
773867,4706,4706,0,706
299912,6157,2029,1693,203
683760,9909,9389,0,1408
852349,12120,12120,0,1818
231963,4706,4706,0,706
590272,8057,8057,0,1209
855388,4822,4822,0,482
861016,2752,2752,0,413
573857,5591,1618,1538,162
476933,13110,12130,0,1262
512654,857,240,236,24
38526,6363,3013,1750,301
214758,2353,2353,0,353
701331,1566,439,431,44
312410,1579,1579,0,237
466345,10900,10900,0,1635
725914,1334,1334,0,133
616788,210,210,0,32
843650,1300,1300,0,195
831361,1176,1176,0,176
40057,2000,2000,0,200
257610,13979,7512,2467,1002
471976,1011,1011,0,152
828116,5556,5556,0,556
328762,4706,4706,0,706
776646,12990,2598,0,260
93042,1160,580,0,87
166749,2222,2222,0,222
834201,15050,7525,0,1129
423145,2376,1027,653,103
328097,10465,3951,2878,395
859668,2689,1344,0,202
556304,140,140,0,21
375162,298,298,0,45
855424,10764,2153,0,215
367856,7670,7670,0,1150
847058,2927,2927,0,439
743222,6829,2007,1682,219
82226,7616,1524,0,152
91618,300,300,0,45
383165,14435,4552,3970,455
268447,2263,2263,0,339
778903,8101,4605,1678,461
421755,4081,4081,0,612
633128,13670,13670,0,1367
422534,1754,877,0,132
830373,588,588,0,88
694491,4732,4732,0,710
366016,9680,9680,0,1452
225897,16,16,0,2
778196,10686,10686,0,1603
372348,2353,2353,0,353
861947,300,300,0,45
175524,6667,6667,0,667
834609,1650,330,0,33
881302,3033,3033,0,455
836655,363,181,0,27
829884,4452,4452,0,668
505746,7730,3865,0,580
852605,1896,1896,0,284
845215,3529,3529,0,529
85524,1200,1200,0,120
213227,9790,4895,0,734
269707,3529,3529,0,529
845253,13117,13117,0,1968
773937,1260,1260,0,189
849133,218,109,0,16
641430,2100,2100,0,315
696608,2500,2500,0,375
736376,7201,7201,0,1080
283355,8209,8209,0,1231
643287,8126,8126,0,1219
280380,10004,10004,0,1501
591871,2353,2353,0,353
235842,1911,1911,0,287
567588,7642,7642,0,1146
132629,10240,5120,0,768
523499,2005,2005,0,301
328811,3333,3333,0,333
629912,6667,6667,0,667
573063,1553,1553,0,233
870691,2057,2057,0,206
838101,652,522,0,78
506596,13370,11364,0,1705
847939,4906,4906,0,736
729163,476,476,0,71
488106,2353,2353,0,353
871223,1176,1176,0,176
643009,2750,2750,0,412
880645,150,150,0,22
825319,4718,1334,1297,133
571538,2096,2096,0,314
456648,4000,4000,0,400
571642,2353,2353,0,353
652952,79,79,0,12
600820,3922,3922,0,588
822542,12679,4465,3487,447
841087,4511,4511,0,451
68007,540,540,0,81
870325,8734,8734,0,1310
253023,10498,3611,2887,361
864116,2289,2289,0,229
426485,2970,1485,0,223
478717,12297,5089,3382,509
398258,10678,10678,0,1068
683736,7723,7723,0,1158
98496,7372,5036,0,620
48676,8278,8278,0,1242
779238,13369,5867,3676,587
866252,588,588,0,88
228871,3333,3333,0,333
878742,6160,6160,0,924
684075,3590,1795,0,269
861490,9170,9170,0,1376
837166,6817,6817,0,1023
41064,9076,9076,0,1361
774789,1260,1260,0,189
83878,212,212,0,32
883682,372,372,0,56
268217,13456,2691,0,269
178425,36,36,0,5
855591,8678,8678,0,1302
653134,13278,13278,0,1992
736242,13089,13089,0,1309
634446,4107,4107,0,616
691232,1076,1076,0,108
3688,5652,5652,0,565
424763,7830,2199,2153,220
834669,576,576,0,86
694162,11276,11276,0,1128
610974,13525,2154,3719,215
770644,6762,3380,0,507
584299,424,424,0,64
679151,4507,4507,0,451
261312,2246,2246,0,337
847440,2222,2222,0,222
626628,2327,2327,0,349
685202,906,906,0,136
80975,7320,6160,0,674
677956,12859,12859,0,1929
366020,5151,2575,0,386
570219,4444,4444,0,444
428081,3334,3334,0,333
262161,10668,10668,0,1067
175577,2100,2100,0,315
555214,424,424,0,64
849927,1765,1765,0,265
536100,7800,7800,0,1170
749459,14798,14798,0,2220
174051,500,500,0,50
871879,6445,6445,0,644
885043,9270,9270,0,1390
736405,3529,3529,0,529
881694,10708,10708,0,1606
132871,4471,4471,0,671
166906,12894,12894,0,1934
692774,220,220,0,33
830690,4444,4444,0,444
834057,4320,4320,0,648
678055,5880,5880,0,882
428677,7454,4361,2050,436
363170,7128,7128,0,713
874209,588,588,0,88
768761,4860,4860,0,729
843594,608,608,0,91
447118,11304,11304,0,1130
490903,588,588,0,88
51701,840,840,0,126
877240,8548,8548,0,1282
824818,764,764,0,115
266406,3303,940,908,94
778943,1176,1176,0,176
534467,634,634,0,95
211004,11560,10404,0,1561
842253,1906,1906,0,286
769665,2103,2103,0,315
41027,11072,8588,0,983
840456,2176,2176,0,326
506369,4445,4445,0,444
520640,11156,11156,0,1673
844804,10870,8696,0,1304
680900,888,888,0,133
51672,4160,4160,0,624
836838,1778,1778,0,178
82268,5000,5000,0,500
410618,7302,5412,0,812
717641,1920,1920,0,288
860976,2405,2405,0,361
836774,2174,1739,0,261
870385,8790,8790,0,1318
582685,1595,1595,0,239
826748,13431,13431,0,1343
408152,781,218,215,22
839579,15000,15000,0,2250
859891,4041,4041,0,606
476970,3195,3195,0,320
182735,340,340,0,51
539643,4620,4620,0,471
600292,525,525,0,79
604935,2444,2444,0,244
616815,12897,12897,0,1935
317896,882,882,0,132
367613,15206,15206,0,2281
463162,10778,10778,0,1078
692787,9240,9240,0,1386
872792,7040,1408,0,141
280328,14235,14235,0,2135
39328,8733,8733,0,873
777537,8972,8972,0,1346
847932,1921,1921,0,288
846900,4978,996,0,100
318230,8711,8711,0,871
868946,6351,6351,0,953
872877,1333,1333,0,133
870401,1426,713,0,107
117062,3482,3482,0,348
842002,6701,6701,0,1005
872428,7059,7059,0,1059
71149,3000,3000,0,450
841980,1263,1263,0,189
455264,4251,4251,0,527
860154,8900,8900,0,1335
672145,14538,14538,0,1514
717224,11111,11111,0,1111
313679,247,247,0,37
865733,4989,4989,0,748
179246,3367,3367,0,505
458330,3598,3598,0,540
632007,5812,5812,0,723
349164,318,318,0,48
382400,11221,11221,0,1122
855535,15000,15000,0,2250
38264,2454,688,675,69
221548,3529,3529,0,529
275683,9804,9804,0,1471
68078,659,659,0,99
836575,13490,13490,0,2024
825206,5339,4713,262,691
195514,3058,826,841,83
847375,6039,6039,0,906
191040,2358,667,648,67
669683,7728,7728,0,1159
543803,10981,10981,0,1322
831066,3529,3529,0,529
853681,218,218,0,33
83923,1277,1277,0,192
504975,678,678,0,102
43105,640,640,0,96
45565,15246,15246,0,2287
830702,6000,6000,0,900
521885,8556,8556,0,1117
671807,2916,2916,0,437
159632,797,797,0,120
830962,13529,13529,0,2029
411717,350,350,0,52
835356,4522,4522,0,678
136648,1253,1253,0,188
867108,2884,2884,0,433
414415,11657,11657,0,1749
854321,5318,5318,0,798
858494,8906,8906,0,1336
520455,8130,8130,0,1220
51891,5700,5700,0,855
244457,9512,3418,2616,342
135215,5389,5389,0,539
767865,1728,1728,0,259
839040,1680,840,0,126
40276,15291,15291,0,2294
786318,11304,11304,0,1130
838370,1000,1000,0,100
692998,686,686,0,103
369143,3294,3294,0,494
427905,56,56,0,8
146251,8144,8144,0,1222
848142,15000,15000,0,2250
876375,10982,10982,0,1647
834821,14444,14444,0,1444
315427,2595,1297,0,195
372099,7520,3760,0,564
648313,1250,1250,0,188
265264,5200,5200,0,520
842478,1047,1047,0,157
869071,4626,4626,0,694
83706,7889,7889,0,789
724640,1720,1720,0,258
832359,428,428,0,64
571644,10148,10148,0,1522
599467,10678,10678,0,1068
455068,5556,5556,0,556
859228,1110,1110,0,166
456083,2355,2355,0,353
851279,812,812,0,122
864974,1568,1568,0,235
769936,16,16,0,2
230575,5216,5216,0,782
275503,15542,15542,0,2331
44799,112,112,0,17
869043,2222,2222,0,222
477643,164,164,0,25
156361,13565,9052,1730,1269
882032,588,588,0,88
504187,15008,15008,0,2251
642679,769,210,211,21
117039,8671,8671,0,1301
536131,11884,10197,644,1497
556583,3333,3333,0,333
584389,2353,2353,0,353
861615,13500,9450,0,1418
849081,3603,3603,0,540
253901,12,12,0,2
865213,6667,6667,0,667
325518,15364,15364,0,2305
831872,2015,2015,0,302
595059,5334,5334,0,533
879283,1019,1019,0,153
876403,2914,583,0,58
539400,1800,1800,0,270
769511,477,477,0,72
328321,5206,5206,0,781
727394,9466,9466,0,1420
174582,583,291,0,44
599167,9482,3744,2608,374
565396,2778,2778,0,278
862797,500,500,0,75
571711,2040,2040,0,239
834740,1518,1518,0,228
860342,6081,6081,0,912
456863,10678,10678,0,1602
850969,10633,10633,0,1063
243993,10111,10111,0,1011
846976,2693,2693,0,404
880449,1460,1460,0,219
518840,7000,7000,0,1050
491922,9765,3480,2685,348
844779,3556,3556,0,356
733591,8445,4222,0,633
854844,6135,6135,0,614
504953,631,414,0,62
556255,3016,3016,0,452
839254,13940,2788,0,279
621386,10040,10040,0,1506
312320,1976,1976,0,296
878610,3192,3192,0,319
375464,1463,293,0,29
863904,1708,1708,0,256
858104,1047,1047,0,157
730783,3333,3333,0,333
552299,5512,5512,0,827
504739,3712,742,0,74
831637,673,673,0,101
173958,956,956,0,143
294699,885,278,243,28
178404,14910,14910,0,2236
224287,190,190,0,28
77670,3334,3334,0,333
534677,371,371,0,56
407317,3696,1848,0,277
262872,10626,10626,0,1063
849923,10626,10626,0,1063
363252,14924,14924,0,2239
509668,668,668,0,67
486448,8667,8667,0,867
824518,5451,2909,1499,291
880011,2383,2383,0,357
673333,1542,1542,0,231
40215,1778,1778,0,267
92331,8372,5312,469,531
820442,139,139,0,21
832995,3270,3270,0,490
135237,13264,3703,3648,370
820271,11453,3939,3150,394
536346,1111,1111,0,111
503333,12616,6307,0,946
850510,1715,1715,0,257
834427,15439,15439,0,1544
277599,3529,3529,0,529
367704,2353,2353,0,353
68061,5743,5743,0,861
227525,12915,2583,0,258
852881,2075,2075,0,311
410179,2222,2222,0,222
856561,6500,6500,0,975
838346,6098,6098,0,915
515992,10402,10402,0,1560
835972,6101,6101,0,915
656110,250,250,0,38
237350,2098,2098,0,315
683510,4990,4990,0,748
866057,4520,904,0,90
316636,660,660,0,99
330139,15300,3060,0,306
646853,5556,5556,0,556
615271,10051,10051,0,1508
410334,2096,2096,0,314
851347,700,350,0,52
274015,2353,2353,0,353
851193,3436,1717,0,258
189149,9449,9449,0,945
721630,10660,10660,0,1599
563939,12054,12054,0,1808
880432,13334,13334,0,1333
876251,11111,11111,0,1111
779694,8125,8125,0,1219
411602,6650,6650,0,998
47053,3143,3143,0,471
849043,3000,3000,0,300
456904,3088,618,0,62
312046,3836,1918,0,288
459500,11111,11111,0,1111
422109,36,36,0,5
93954,60,60,0,9
134913,5328,5328,0,533
808626,8589,2954,2362,295
513100,1110,1110,0,111
869051,7500,1500,0,150
762586,6666,6666,0,667
835240,2408,2408,0,361
835444,1966,1966,0,295
870458,13484,13484,0,2023
877207,4275,4275,0,641
584382,1628,1628,0,244
842663,3016,1508,0,226
723153,10497,2182,0,225
771992,5882,5882,0,882
536263,1680,1680,0,252
505436,2728,2728,0,409
773575,10732,2998,2951,300
217956,1111,1111,0,111
271492,210,210,0,32
866761,10776,10776,0,1078
231318,2100,2100,0,315
171741,7826,6261,0,939
596673,1300,1300,0,195
229969,100,100,0,15
568712,9684,9684,0,1453
623740,7270,3635,0,545
862312,2421,2421,0,363
856804,2425,2425,0,364
863756,12227,12227,0,1834
821795,8800,8800,0,880
741220,9382,9382,0,1407
861288,3621,3621,0,362
125356,1549,1549,0,181
855896,14570,14570,0,2186
683964,4119,4119,0,618
673694,1111,1111,0,111
625254,7840,7840,0,1176
345804,4964,4964,0,745
850898,6000,6000,0,600
390403,10900,10900,0,1090
313397,14984,14984,0,2248
458068,1648,1648,0,247
467730,1633,1633,0,245
829071,9438,7010,1037,701
637100,10196,10196,0,1196
582898,3000,3000,0,300
858377,1111,1111,0,111
881586,15310,15310,0,2296
827267,816,228,224,23
232032,2082,2082,0,312
858097,660,660,0,99
16616,6681,2299,1837,230
807156,2878,2878,0,432
571424,3913,3913,0,587
672138,2353,2353,0,353
221373,8050,8050,0,1208
839761,14498,14498,0,2175
44491,3982,3982,0,597
514877,820,410,0,62
379854,10454,10454,0,1568
871679,2064,2064,0,310
874714,3371,1685,0,253
600681,13619,13619,0,2043
235720,1176,1176,0,176
542451,4706,4706,0,706
712499,1098,1098,0,165
197466,14088,6642,3324,764
472855,8648,2444,2378,244
147249,1366,1366,0,205
662831,11111,11111,0,1111
773084,12953,12953,0,1943
827335,6523,2295,1794,230
848992,1200,1200,0,180
345434,11209,11209,0,1121
797306,11222,11222,0,1122
687131,5455,5455,0,818
730775,582,582,0,87
858450,8889,8889,0,889
568461,11573,11573,0,1629
523652,3773,3773,0,566
195761,5353,1446,1472,145
117013,3525,3525,0,529
44342,100,100,0,15
719749,9,9,0,1
849213,6386,6386,0,639
693313,6522,5218,0,783
767551,230,230,0,34
363935,9417,1883,0,188
174000,7220,7220,0,1083
271488,490,490,0,74
768600,1250,1250,0,188
380437,764,206,210,21
862814,2631,2631,0,263
567200,5067,5067,0,760
391148,15066,15066,0,1507
831581,3529,3529,0,529
373635,10434,10434,0,1565
418186,1047,1047,0,157
824143,9308,2922,2560,292
123310,11506,11506,0,1726
726330,2187,2187,0,328
503885,9186,9186,0,1378
830333,3000,3000,0,300
849703,1409,1409,0,211
823626,309,309,0,31
862476,3529,3529,0,529
680831,13146,13146,0,1972
838625,374,187,0,28
825582,6447,2239,1773,224
576936,546,546,0,82
508573,492,492,0,74
104066,12741,12741,0,1911
165059,3422,3422,0,513
278749,5833,5833,0,875
629796,60,60,0,9
363097,5353,5353,0,803
413410,8794,8794,0,1319
866960,7917,7917,0,1188
646123,8556,8556,0,856
369409,424,424,0,64
457532,504,504,0,76
850365,3654,3654,0,365
873815,13244,13244,0,1324
254088,5070,1589,1394,159
613675,7467,3733,0,560
555117,384,384,0,58
880877,14778,14778,0,1478
852779,11432,11432,0,1715
832272,2044,2044,0,307
214788,11806,11806,0,1771
376952,4653,4653,0,698
843167,560,560,0,84
830123,490,490,0,74
739661,11033,11033,0,1655
99774,4885,4885,0,733
361899,636,636,0,95
688159,583,583,0,87
879281,1556,1556,0,156
727309,7047,1979,1938,198
628370,1067,533,0,80
837007,2353,2353,0,353
358568,1076,1076,0,108
883113,13620,13620,0,2043
676322,9893,9893,0,1484
885285,4143,4143,0,621
849887,2408,2408,0,361
644624,2002,2002,0,300
418771,1835,1835,0,275
685184,5219,5219,0,783
199799,8937,2305,2458,231
645446,6361,2177,1749,218
770528,7778,7778,0,778
135338,6297,1782,1732,178
44382,5556,5556,0,556
774744,1648,1648,0,247
810551,1450,1450,0,218
232896,2204,2204,0,331
557793,2370,2370,0,356
600310,10090,10090,0,1514
601795,5206,5206,0,781
850801,10790,2158,0,216
414161,11207,11207,0,1121
68935,428,428,0,64
831621,3000,3000,0,450
844727,13471,13471,0,2021
858433,218,218,0,33
12518,10889,10889,0,1089
552042,1407,1407,0,200
618263,220,220,0,33
881258,2353,2353,0,353
322665,7222,7222,0,722
285735,5000,5000,0,750
381555,12277,12277,0,1842
832605,4333,4333,0,433
865810,1030,1030,0,154
233666,1275,1275,0,191
524448,100,100,0,15
598760,3000,3000,0,450
879849,10510,10510,0,1576
504932,6954,6954,0,1043
269833,6584,6584,0,988
870658,2408,2408,0,361
853953,7059,7059,0,1059
275648,1648,1648,0,247
870981,3552,3552,0,533
425178,2752,2752,0,413
545412,4643,4426,0,664
177099,2353,2353,0,353
116903,12936,6468,0,970
862379,6794,6794,0,679
359985,546,546,0,82
408403,7149,7149,0,1072
822635,14316,4924,3937,492
425650,11684,11684,0,1753
824581,3128,3128,0,313
780721,1667,1667,0,167
488119,11111,11111,0,1111
866867,2222,2222,0,222
780601,10920,10920,0,1638
233487,318,318,0,48
630855,6270,3135,0,470
372165,525,525,0,79
535947,2792,2792,0,419
737936,52,52,0,8
410099,13630,13630,0,2044
456586,200,200,0,30
737923,1059,1059,0,159
644517,9269,9269,0,1390
165972,706,706,0,106
425094,7778,7778,0,778
